Entity,Code,Year,Annual CO2 emissions percentage,Annual CO₂ emissions
Europe (excl. EU-27),,1824,83.59456148271012,48136788
Europe (excl. EU-27),,1825,81.61218712079621,49563788
Europe (excl. EU-27),,1826,81.62252168106511,50101644
Europe (excl. EU-27),,1827,79.17365406640272,52047628
Europe (excl. EU-27),,1828,78.92743731084603,52630228
Europe (excl. EU-27),,1829,80.31360901546365,53253870
Europe (excl. EU-27),,1830,76.13006785,67747010
Europe (excl. EU-27),,1831,77.48665981436862,64508344
Europe (excl. EU-27),,1832,76.22091228681217,62571080
Europe (excl. EU-27),,1833,74.40357441651152,61940190
Europe (excl. EU-27),,1834,74.13228427294698,65802124
Europe (excl. EU-27),,1835,74.14002156928909,72212080
Europe (excl. EU-27),,1836,73.49571182313926,78562870
Europe (excl. EU-27),,1837,70.88481741419795,75279260
Europe (excl. EU-27),,1838,69.57066817029562,73637256
Europe (excl. EU-27),,1839,69.15127716170977,75826470
Europe (excl. EU-27),,1840,68.03792411552575,80834850
Europe (excl. EU-27),,1841,66.62191755258134,81389030
Europe (excl. EU-27),,1842,65.8993802,85266410
Europe (excl. EU-27),,1843,66.95795454109347,88631840
Europe (excl. EU-27),,1844,66.22768075488602,94021080
Europe (excl. EU-27),,1845,64.40649999028524,99877350
Europe (excl. EU-27),,1846,60.61606010843745,95592610
Europe (excl. EU-27),,1847,59.67649782942008,101925520
Europe (excl. EU-27),,1848,62.83559674006773,109109920
Europe (excl. EU-27),,1849,63.47345605354459,117456380
Europe (excl. EU-27),,1850,62.274158714740466,122585180
Europe (excl. EU-27),,1851,58.63882342030424,116561400
Europe (excl. EU-27),,1852,55.94922307651881,116147840
Europe (excl. EU-27),,1853,53.178310303260076,115522950
Europe (excl. EU-27),,1854,54.59832448316178,139246780
Europe (excl. EU-27),,1855,50.22531384853562,130716330
Europe (excl. EU-27),,1856,50.45373489699973,140385310
Europe (excl. EU-27),,1857,49.03509531819852,137877390
Europe (excl. EU-27),,1858,47.506974386584744,135655410
Europe (excl. EU-27),,1859,49.79534404259712,150666860
Europe (excl. EU-27),,1860,50.905942676777975,169159660
Europe (excl. EU-27),,1861,50.582044405393326,176627540
Europe (excl. EU-27),,1862,48.02513191145571,170965180
Europe (excl. EU-27),,1863,47.88561247900216,181742610
Europe (excl. EU-27),,1864,47.79457133753714,195730930
Europe (excl. EU-27),,1865,47.69271625,207392420
Europe (excl. EU-27),,1866,47.93595853005629,215264580
Europe (excl. EU-27),,1867,45.963143428834506,221334430
Europe (excl. EU-27),,1868,43.77791472476221,216841280
Europe (excl. EU-27),,1869,43.37703167796353,228012510
Europe (excl. EU-27),,1870,43.43173409863159,233288690
Europe (excl. EU-27),,1871,43.470749636388454,248168430
Europe (excl. EU-27),,1872,41.35740008379302,261446940
Europe (excl. EU-27),,1873,40.31251227271594,270805150
Europe (excl. EU-27),,1874,41.953701023179605,264330740
Europe (excl. EU-27),,1875,40.98392019,279728830
Europe (excl. EU-27),,1876,40.56697260089824,280789000
Europe (excl. EU-27),,1877,40.535165952326004,286059040
Europe (excl. EU-27),,1878,39.91390635094287,283248860
Europe (excl. EU-27),,1879,37.55261959696628,285322700
Europe (excl. EU-27),,1880,36.34701909057358,311877660
Europe (excl. EU-27),,1881,36.89707138506794,327633060
Europe (excl. EU-27),,1882,35.317215207108205,331236000
Europe (excl. EU-27),,1883,34.69708787706405,346108500
Europe (excl. EU-27),,1884,33.46371763466632,337792740
Europe (excl. EU-27),,1885,33.000632144175114,335664130
Europe (excl. EU-27),,1886,32.26814507,333205280
Europe (excl. EU-27),,1887,31.58673594518994,342314140
Europe (excl. EU-27),,1888,29.65712648312881,356123260
Europe (excl. EU-27),,1889,30.793474643894456,369988600
Europe (excl. EU-27),,1890,29.153401570202828,380915780
Europe (excl. EU-27),,1891,28.611587846747014,391668480
Europe (excl. EU-27),,1892,27.952184954335753,385686750
Europe (excl. EU-27),,1893,25.90378589,352942980
Europe (excl. EU-27),,1894,28.387009500513432,400692000
Europe (excl. EU-27),,1895,27.373625456620506,409301100
Europe (excl. EU-27),,1896,27.24548673600399,420850370
Europe (excl. EU-27),,1897,27.021956934606912,437078200
Europe (excl. EU-27),,1898,26.005743545685945,443647800
Europe (excl. EU-27),,1899,25.770919132689755,480147100
Europe (excl. EU-27),,1900,25.163528114842425,493580300
Europe (excl. EU-27),,1901,23.989165501969463,485532030
Europe (excl. EU-27),,1902,24.07972142159846,499606140
Europe (excl. EU-27),,1903,22.194978727019247,502060670
Europe (excl. EU-27),,1904,22.34950813759938,511247070
Europe (excl. EU-27),,1905,20.92268239582664,509898750
Europe (excl. EU-27),,1906,21.02766099016112,535045820
Europe (excl. EU-27),,1907,19.49128655976681,565310600
Europe (excl. EU-27),,1908,19.930256878743588,555194500
Europe (excl. EU-27),,1909,19.434311287869015,563821900
Europe (excl. EU-27),,1910,18.58998602904146,565753860
Europe (excl. EU-27),,1911,18.815060116185975,581403840
Europe (excl. EU-27),,1912,17.49927295499638,568109900
Europe (excl. EU-27),,1913,17.664799120639803,621188500
Europe (excl. EU-27),,1914,18.589548817438057,592966900
Europe (excl. EU-27),,1915,18.877700292649447,592812000
Europe (excl. EU-27),,1916,18.13294363277741,615064600
Europe (excl. EU-27),,1917,16.771835031009275,595087900
Europe (excl. EU-27),,1918,14.591903532400824,510670850
Europe (excl. EU-27),,1919,16.377014621440143,496852320
Europe (excl. EU-27),,1920,14.754484552875628,521989660
Europe (excl. EU-27),,1921,11.956943081980056,371404670
Europe (excl. EU-27),,1922,15.093157902457092,491201180
Europe (excl. EU-27),,1923,14.184361535884577,523501920
Europe (excl. EU-27),,1924,14.951467102894203,553619500
Europe (excl. EU-27),,1925,14.07327193426998,526429540
Europe (excl. EU-27),,1926,9.388132007760573,345239870
Europe (excl. EU-27),,1927,14.590145977468742,585494900
Europe (excl. EU-27),,1928,14.225736883370523,568504800
Europe (excl. EU-27),,1929,14.042707974070783,602181000
Europe (excl. EU-27),,1930,15.606392970724329,617716000
Europe (excl. EU-27),,1931,17.341942323952132,613786900
Europe (excl. EU-27),,1932,19.34385393552875,617570240
Europe (excl. EU-27),,1933,18.90496726040005,635714200
Europe (excl. EU-27),,1934,19.447319976551814,711030400
Europe (excl. EU-27),,1935,19.533627666719642,749259650
Europe (excl. EU-27),,1936,19.38706604358796,815794300
Europe (excl. EU-27),,1937,18.695927981415746,840702660
Europe (excl. EU-27),,1938,19.81058438976821,837912300
Europe (excl. EU-27),,1939,18.95717399502253,847411200
Europe (excl. EU-27),,1940,19.10729368,933327000
Europe (excl. EU-27),,1941,17.453474535015157,872515400
Europe (excl. EU-27),,1942,14.059161433387064,700501060
Europe (excl. EU-27),,1943,13.938248170329986,707404160
Europe (excl. EU-27),,1944,15.42092822506874,796103360
Europe (excl. EU-27),,1945,18.10891151509455,776747840
Europe (excl. EU-27),,1946,18.186809973958212,838147700
Europe (excl. EU-27),,1947,18.22871616930814,941550660
Europe (excl. EU-27),,1948,18.160256753438286,989349900
Europe (excl. EU-27),,1949,20.27040532659286,1054879000
Europe (excl. EU-27),,1950,18.642718827888835,1105558700
Europe (excl. EU-27),,1951,18.811522363636996,1200443900
Europe (excl. EU-27),,1952,18.97439666,1227161600
Europe (excl. EU-27),,1953,19.193121172381066,1276512500
Europe (excl. EU-27),,1954,20.01129135408903,1358672500
Europe (excl. EU-27),,1955,20.02089676743343,1490334700
Europe (excl. EU-27),,1956,19.911202937109856,1578164500
Europe (excl. EU-27),,1957,20.363100629313156,1666851100
Europe (excl. EU-27),,1958,20.444039720403925,1720813200
Europe (excl. EU-27),,1959,20.018344596411676,1772562200
Europe (excl. EU-27),,1960,19.867487652781655,1864963100
Europe (excl. EU-27),,1961,20.288737488059557,1910193200
Europe (excl. EU-27),,1962,20.336953780111216,1982301300
Europe (excl. EU-27),,1963,20.425130066583574,2097001600
Europe (excl. EU-27),,1964,20.28364101427003,2195595800
Europe (excl. EU-27),,1965,20.37995279584001,2305084700
Europe (excl. EU-27),,1966,20.190203549597175,2395080000
Europe (excl. EU-27),,1967,19.998962614025817,2447332400
Europe (excl. EU-27),,1968,19.523612160370813,2519553300
Europe (excl. EU-27),,1969,19.045686426092487,2621002200
Europe (excl. EU-27),,1970,18.547655800554917,2763414800
Europe (excl. EU-27),,1971,18.693665656699014,2898215000
Europe (excl. EU-27),,1972,18.471650682623057,2996927200
Europe (excl. EU-27),,1973,18.239951991870942,3116312800
Europe (excl. EU-27),,1974,18.53908039257561,3153696300
Europe (excl. EU-27),,1975,19.15158447536115,3265872400
Europe (excl. EU-27),,1976,18.704640361019088,3364798700
Europe (excl. EU-27),,1977,18.70149342146908,3459520800
Europe (excl. EU-27),,1978,18.676536889016127,3561483000
Europe (excl. EU-27),,1979,18.519828516551087,3631556900
Europe (excl. EU-27),,1980,18.837553980061777,3671161300
Europe (excl. EU-27),,1981,18.94357544559804,3603618300
Europe (excl. EU-27),,1982,19.265437661295497,3635599600
Europe (excl. EU-27),,1983,19.40298211,3684997000
Europe (excl. EU-27),,1984,18.836024323251735,3700864500
Europe (excl. EU-27),,1985,19.53516455570815,3967963400
Europe (excl. EU-27),,1986,19.388676606291213,3996968400
Europe (excl. EU-27),,1987,18.751868331962093,3984785400
Europe (excl. EU-27),,1988,18.41085214850268,4066059300
Europe (excl. EU-27),,1989,17.840065340893524,3993789400
Europe (excl. EU-27),,1990,18.338535187854667,4168161500
Europe (excl. EU-27),,1991,16.967823544160165,3934174200
Europe (excl. EU-27),,1992,15.177120273554413,3419125500
Europe (excl. EU-27),,1993,14.054164113449952,3198133500
Europe (excl. EU-27),,1994,12.424965807395367,2856864000
Europe (excl. EU-27),,1995,11.846364615133156,2787695900
Europe (excl. EU-27),,1996,11.34151036377644,2751242200
Europe (excl. EU-27),,1997,10.704938759692283,2612208600
Europe (excl. EU-27),,1998,10.677917815896794,2595137000
Europe (excl. EU-27),,1999,10.33008042285262,2567409700
Europe (excl. EU-27),,2000,10.011891225940355,2554088400
Europe (excl. EU-27),,2001,10.20760314,2623996000
Europe (excl. EU-27),,2002,9.860756137790169,2591097600
Europe (excl. EU-27),,2003,9.589305335,2653311500
Europe (excl. EU-27),,2004,9.343336421576996,2675230700
Europe (excl. EU-27),,2005,9.072234963602847,2686686700
Europe (excl. EU-27),,2006,9.068413814,2777509000
Europe (excl. EU-27),,2007,8.788577987,2771445800
Europe (excl. EU-27),,2008,8.669331174703563,2780618500
Europe (excl. EU-27),,2009,8.123639591031862,2562352000
Europe (excl. EU-27),,2010,8.072145223,2692537000
Europe (excl. EU-27),,2011,7.878044920210837,2718283000
Europe (excl. EU-27),,2012,7.831380672257548,2740984800
Europe (excl. EU-27),,2013,7.552938648650478,2666312400
Europe (excl. EU-27),,2014,7.2570181171337955,2572619800
Europe (excl. EU-27),,2015,7.122539301727865,2521727700
Europe (excl. EU-27),,2016,7.083614222592339,2508779300
Europe (excl. EU-27),,2017,6.9983550128226595,2518700800
Europe (excl. EU-27),,2018,6.989157873803903,2567147500
Europe (excl. EU-27),,2019,6.824544826406152,2532198000
Europe (excl. EU-27),,2020,6.829378776625801,2398923500
Europe (excl. EU-27),,2021,6.766092203655783,2502895000
Europe (excl. EU-27),,2022,6.673467332855175,2488792000
Europe (excl. EU-27),,2023,6.569188033043848,2482599200
European Union (27),,1792,2.138663063801557,468992
European Union (27),,1793,2.152658922875822,479984
European Union (27),,1794,1.9686979232720074,443344
European Union (27),,1795,2.0031506710703524,447008
European Union (27),,1796,2.418222085280771,534944
European Union (27),,1797,2.487994836414792,549600
European Union (27),,1798,2.4896119740689944,575248
European Union (27),,1799,2.2795679770733406,626544
European Union (27),,1800,3.664184105142956,1201792
European Union (27),,1801,3.0584833075668922,978288
European Union (27),,1802,23.91434166288105,9639984
European Union (27),,1803,3.373928254868408,996608
European Union (27),,1804,11.463991923240823,3642016
European Union (27),,1805,5.158611892594537,1612160
European Union (27),,1806,4.458917016105032,1458272
European Union (27),,1807,8.937164752249082,3235312
European Union (27),,1808,3.942916216157362,1399648
European Union (27),,1809,3.8622758289792394,1403312
European Union (27),,1810,9.287033113863608,3667664
European Union (27),,1811,8.882605310279363,3568736
European Union (27),,1812,8.779698344140883,3583392
European Union (27),,1813,8.056042133526702,3319584
European Union (27),,1814,8.234459156,3477136
European Union (27),,1815,9.087020757690542,3960784
European Union (27),,1816,12.224990025073755,5561952
European Union (27),,1817,13.770878984006895,6785728
European Union (27),,1818,13.30367165260404,6837024
European Union (27),,1819,13.438700099218217,6844352
European Union (27),,1820,14.516446824552881,7364640
European Union (27),,1821,14.850434843108205,7731040
European Union (27),,1822,14.948537175199776,8075456
European Union (27),,1823,15.56416610140885,8771616
European Union (27),,1824,14.62835031813552,8423536
European Union (27),,1825,16.50676939136682,10024704
European Union (27),,1826,16.21821803126682,9955088
European Union (27),,1827,18.61022532,12234096
European Union (27),,1828,18.67117244453096,12450272
European Union (27),,1829,16.964138469903926,11248480
European Union (27),,1830,21.509782398189717,19141234
European Union (27),,1831,19.78390192356232,16470277
European Union (27),,1832,20.076403780847695,16481071
European Union (27),,1833,21.337892286057105,17763570
European Union (27),,1834,22.03854182042329,19562096
European Union (27),,1835,21.40477094801853,20848160
European Union (27),,1836,22.057113418235428,23577840
European Union (27),,1837,24.092140697613836,25585712
European Union (27),,1838,25.647417264648087,27146576
European Union (27),,1839,25.782620195562494,28271424
European Union (27),,1840,26.97534509,32049008
European Union (27),,1841,28.24355216941811,34503890
European Union (27),,1842,28.702876259240668,37138304
European Union (27),,1843,27.14312000033603,35929184
European Union (27),,1844,27.17162610523745,38574590
European Union (27),,1845,28.319946371718512,43916704
European Union (27),,1846,31.240067051364484,49266144
European Union (27),,1847,31.41060317118911,53648290
European Union (27),,1848,27.397155729741314,47573376
European Union (27),,1849,26.55017510859208,49130576
European Union (27),,1850,27.528902068493203,54189980
European Union (27),,1851,28.824856324408653,57297630
European Union (27),,1852,30.96647420707301,64284880
European Union (27),,1853,32.766305845639444,71180530
European Union (27),,1854,32.277115398852295,82319090
European Union (27),,1855,34.89650345884882,90821590
European Union (27),,1856,34.644275179528876,96396180
European Union (27),,1857,35.72510462103067,100452220
European Union (27),,1858,37.07465924954721,105866100
European Union (27),,1859,34.37138821723282,103998260
European Union (27),,1860,33.901283314129664,112653440
European Union (27),,1861,35.46833256452595,123851940
European Union (27),,1862,37.66270450358603,134075864
European Union (27),,1863,36.75250710872049,139488590
European Union (27),,1864,36.84687058625561,150897310
European Union (27),,1865,37.67329235076146,163822820
European Union (27),,1866,37.48424464010794,168329380
European Union (27),,1867,37.48128887081703,180490260
European Union (27),,1868,38.22846891,189353700
European Union (27),,1869,37.54349485949024,197348370
European Union (27),,1870,36.88545391790836,198126080
European Union (27),,1871,37.06176972,211580460
European Union (27),,1872,37.18847790703195,235092480
European Union (27),,1873,37.46845163040532,251699760
European Union (27),,1874,34.95295051,220222270
European Union (27),,1875,37.34853617843912,254916130
European Union (27),,1876,38.480370232201146,266346340
European Union (27),,1877,36.82614614398866,259884270
European Union (27),,1878,37.83704181494044,268510400
European Union (27),,1879,37.41264751994131,284259200
European Union (27),,1880,38.326028203239844,328858660
European Union (27),,1881,37.17891133959245,330135700
European Union (27),,1882,37.20668344850312,348957100
European Union (27),,1883,37.35804856179792,372651970
European Union (27),,1884,37.28296289281555,376345340
European Union (27),,1885,37.45668022291101,380988580
European Union (27),,1886,37.068484350380174,382774240
European Union (27),,1887,36.99867396922574,400964800
European Union (27),,1888,35.92393506699053,431375200
European Union (27),,1889,37.832325796199164,454561540
European Union (27),,1890,36.86295294677792,481648100
European Union (27),,1891,36.62263342498756,501332930
European Union (27),,1892,35.77475705185507,493623300
European Union (27),,1893,36.83804019940198,501923840
European Union (27),,1894,37.350332508278576,527212260
European Union (27),,1895,36.33605271458311,543310800
European Union (27),,1896,37.24433722154109,575298700
European Union (27),,1897,37.62424234043146,608569400
European Union (27),,1898,37.25169339116059,635499300
European Union (27),,1899,35.92580518143177,669346370
European Union (27),,1900,36.30676136870104,712153800
European Union (27),,1901,35.06349242454689,709672400
European Union (27),,1902,33.56756740677059,696460000
European Union (27),,1903,32.85019131220772,743086500
European Union (27),,1904,33.10001015480039,757165800
European Union (27),,1905,32.65296441337453,795773000
European Union (27),,1906,31.926263548491036,812359200
European Union (27),,1907,31.97936208458491,927505340
European Union (27),,1908,34.534942003584106,962035260
European Union (27),,1909,32.918441932213895,955019100
European Union (27),,1910,31.967194159542892,972865900
European Union (27),,1911,32.12562402449865,992713340
European Union (27),,1912,32.78618782,1064396100
European Union (27),,1913,32.59436161694045,1146191500
European Union (27),,1914,30.753582747735084,980973600
European Union (27),,1915,28.660825847373278,900029200
European Union (27),,1916,27.892146145170795,946094140
European Union (27),,1917,26.44516544640673,938311040
European Union (27),,1918,25.243290176623454,883435970
European Union (27),,1919,22.643057603629167,686954000
European Union (27),,1920,24.349452039274862,861444000
European Union (27),,1921,28.785720962969968,894137500
European Union (27),,1922,28.210605287255834,918103600
European Union (27),,1923,22.31028638165343,823405250
European Union (27),,1924,27.01216338407192,1000200200
European Union (27),,1925,27.047457877062705,1011746300
European Union (27),,1926,26.593250859351187,977942200
European Union (27),,1927,27.39583801463885,1099380600
European Union (27),,1928,28.155891223970738,1125197200
European Union (27),,1929,28.817254873329624,1235744800
European Union (27),,1930,28.38211677912206,1123391400
European Union (27),,1931,28.586089691174966,1011753300
European Union (27),,1932,28.008287153508626,894190200
European Union (27),,1933,27.414383821231446,921858940
European Union (27),,1934,27.174003375764897,993532400
European Union (27),,1935,27.11425783633777,1040033100
European Union (27),,1936,25.75851605996513,1083900500
European Union (27),,1937,27.129260136140633,1219925600
European Union (27),,1938,29.136802008764054,1232375800
European Union (27),,1939,28.390263481442275,1269083000
European Union (27),,1940,27.032412786277874,1320442400
European Union (27),,1941,26.03256301501664,1301392000
European Union (27),,1942,26.50613346758048,1320674400
European Union (27),,1943,26.238536799133037,1331677400
European Union (27),,1944,22.115325011579827,1141700700
European Union (27),,1945,11.49249740918632,492949150
European Union (27),,1946,18.394534227043202,847720770
European Union (27),,1947,19.18274035062729,990827970
European Union (27),,1948,20.108585332137462,1095492600
European Union (27),,1949,23.27522366845853,1211250800
European Union (27),,1950,21.546655028391033,1277769200
European Union (27),,1951,22.405100045080516,1429765500
European Union (27),,1952,22.989198175461716,1486817300
European Union (27),,1953,22.77897455142932,1515003500
European Union (27),,1954,23.73312959848489,1611367800
European Union (27),,1955,23.420064430584578,1743365200
European Union (27),,1956,23.556509929259157,1867092000
European Union (27),,1957,23.53348127052754,1926367200
European Union (27),,1958,22.70219893,1910886700
European Union (27),,1959,21.91618082668077,1940609700
European Union (27),,1960,22.37110269145101,2099977700
European Union (27),,1961,23.363099697998614,2199645700
European Union (27),,1962,24.156532407331223,2354606600
European Union (27),,1963,24.47603513233456,2512898800
European Union (27),,1964,24.428257525969773,2644228400
European Union (27),,1965,23.66927920546037,2677125600
European Union (27),,1966,23.25512244177513,2758658600
European Union (27),,1967,23.047169321155156,2820350500
European Union (27),,1968,23.196848419221023,2993590300
European Union (27),,1969,23.197051083433404,3192298800
European Union (27),,1970,22.362489615106753,3331786800
European Union (27),,1971,22.096556973883207,3425790000
European Union (27),,1972,21.917521898724672,3556001500
European Union (27),,1973,21.827665516885368,3729277000
European Union (27),,1974,21.810343381884774,3710173200
European Union (27),,1975,21.33005149217836,3637361000
European Union (27),,1976,21.752060381581995,3913002500
European Union (27),,1977,20.945549941904385,3874640600
European Union (27),,1978,21.003071320415856,4005136600
European Union (27),,1979,20.98325247676884,4114610200
European Union (27),,1980,20.930353270800076,4079017000
European Union (27),,1981,20.317191643521394,3864920000
European Union (27),,1982,19.99333913687838,3772962600
European Union (27),,1983,19.640235752332305,3730056000
European Union (27),,1984,19.163330678345748,3765173000
European Union (27),,1985,18.822273153795837,3823161600
European Union (27),,1986,18.474290268947005,3808468000
European Union (27),,1987,18.07556660274461,3841070800
European Union (27),,1988,17.21845261899805,3802716400
European Union (27),,1989,17.15173306,3839695000
European Union (27),,1990,17.02719901964089,3870108200
European Union (27),,1991,16.408108986659233,3804398300
European Union (27),,1992,16.32404720032601,3677507000
European Union (27),,1993,15.85474246957751,3607869000
European Union (27),,1994,15.609984509635726,3589193200
European Union (27),,1995,15.44924132600562,3635527700
European Union (27),,1996,15.336304835473836,3720306000
European Union (27),,1997,14.97387085375809,3653909200
European Union (27),,1998,14.994784429336859,3644298500
European Union (27),,1999,14.440336861515236,3588961500
European Union (27),,2000,14.112638359885885,3600211500
European Union (27),,2001,14.225783226770618,3656921000
European Union (27),,2002,13.919672188355502,3657653500
European Union (27),,2003,13.503835582449378,3736441900
European Union (27),,2004,13.075385108579967,3743809500
European Union (27),,2005,12.61374918767901,3735484400
European Union (27),,2006,12.251662272004593,3752486700
European Union (27),,2007,11.740906319681761,3702451700
European Union (27),,2008,11.304804347439063,3625925400
European Union (27),,2009,10.559124717768222,3330550800
European Union (27),,2010,10.265218158594369,3424056300
European Union (27),,2011,9.641728875942903,3326834000
European Union (27),,2012,9.307355258,3257576200
European Union (27),,2013,8.994222886838452,3175109600
European Union (27),,2014,8.570950852778214,3038410200
European Union (27),,2015,8.741032361626461,3094753500
European Union (27),,2016,8.733976119291619,3093282300
European Union (27),,2017,8.661391699721193,3117226000
European Union (27),,2018,8.303383014128546,3049868000
European Union (27),,2019,7.828498636,2904707800
European Union (27),,2020,7.479793796618685,2627391700
European Union (27),,2021,7.5723506498343625,2801144000
European Union (27),,2022,7.347267143168925,2740077800
European Union (27),,2023,6.643338964218071,2510622000
India,IND,1858,0.13815100563858856,394488
India,IND,1859,0.21035806781234062,636485
India,IND,1860,0.19353535780679665,643115
India,IND,1861,0.14240205071507792,497254
India,IND,1862,0.15458084470815991,550294
India,IND,1863,0.1607138117789469,609965
India,IND,1864,0.1408493684237343,576814
India,IND,1865,0.13035925984904786,566869
India,IND,1866,0.14247316612668007,639800
India,,,0.15236824227670864,
India,,,0.16709387388094374,
India,,,0.17532053273165843,
India,,,0.18905777984829855,
India,,,0.19433447404187973,
India,,,0.19035446664792735,
India,,,0.19311524350125858,
India,,,0.22080751038081908,
India,,,0.21759105194018702,
India,,,0.22813410971203424,
India,,,0.23706510557043137,
India,IND,1878,0.24898317487573213,1766908
India,IND,1879,0.22168918386787054,1684382
India,IND,1880,0.21988934459293683,1886773
India,IND,1881,0.2071402715034654,1839333
India,IND,1882,0.23417428220019956,2196293
India,IND,1883,0.24469878659915287,2440906
India,IND,1884,0.27045090047598613,2730012
India,IND,1885,0.2417946406606402,2459401
India,IND,1886,0.2684509276193696,2772061
India,IND,1887,0.2829138352537571,3066015
India,IND,1888,0.283939653,3409552
India,IND,1889,0.3347293238368021,4021827.2
India,IND,1890,0.3391779305735751,4431669
India,IND,1891,0.3486277105065604,4772419
India,IND,1892,0.3802910537866195,5247290
India,IND,1893,0.40683506727810115,5543189
India,IND,1894,0.3979151812603491,5616704
India,IND,1895,0.47047344301527455,7034702
India,IND,1896,0.49253698284778386,7608026
India,IND,1897,0.5102571799994771,8253373
India,IND,1898,0.5349000286194143,9125185
India,IND,1899,0.5396536591794644,10054478
India,IND,1900,0.6081884621838184,11929561
India,IND,1901,0.6511814530866282,13179677
India,IND,1902,0.6996057295791873,14515422
India,IND,1903,0.6543686457450747,14802121
India,IND,1904,0.723975515,16561007
India,IND,1905,0.694718466,16930720
India,IND,1906,0.7683052120725504,19549416
India,IND,1907,0.7506883605116672,21772400
India,IND,1908,0.8941508992936889,24908242
India,IND,1909,0.8321701860358225,24142650
India,IND,1910,0.7717647322807165,23487316
India,IND,1911,0.8019954104811772,24782446
India,IND,1912,0.8785352422571577,28521446
India,IND,1913,0.894823382,31466760
India,IND,1914,0.9937387657054403,31698144
India,IND,1915,1.0553758313645911,33141720
India,IND,1916,0.98814181,33517506
India,IND,1917,0.9869899980555605,35019770
India,IND,1918,1.124652512713148,39359310
India,IND,1919,1.416514011392522,42974760
India,IND,1920,0.9855731879478956,34867976
India,IND,1921,1.2074467666226831,37505520
India,IND,1922,1.1339312958140653,36903370
India,IND,1923,1.028853945675768,37971890
India,IND,1924,1.0972291580824565,40627950
India,IND,1925,1.0716080263204393,40084930
India,IND,1926,1.0861613804064325,39942580
India,IND,1927,1.0437163176132767,41883788
India,IND,1928,1.0027485873432056,40072960
India,IND,1929,0.9726170750766887,41707876
India,IND,1930,1.0712094171701143,42399496
India,IND,1931,1.0976972910866623,38851024
India,IND,1932,1.1316661024844583,36129476
India,IND,1933,1.054733246,35467340
India,IND,1934,1.0833972429460021,39611030
India,IND,1935,1.0791444017224996,41393200
India,IND,1936,0.9668524292325081,40684480
India,IND,1937,1.0022267515865957,45067284
India,IND,1938,1.1911156176075852,50379656
India,IND,1939,1.1031485192189174,49312224
India,IND,1940,1.0708932154982194,52309530
India,IND,1941,1.0718164566586454,53581100
India,IND,1942,1.0743458233714942,53529536
India,IND,1943,0.9190524939436264,46644424
India,IND,1944,0.9238956202517974,47695988
India,IND,1945,1.2326925033610956,52874036
India,IND,1946,1.1332204942994746,52225000
India,IND,1947,1.0295869049938686,53180280
India,IND,1948,0.9766006476884173,53204080
India,IND,1949,1.0796975683711094,56187840
India,IND,1950,1.0303549198646866,61102560
India,IND,1951,1.0032567676851554,64022116
India,IND,1952,1.042544295567738,67426140
India,IND,1953,1.0330177042207693,68704824
India,IND,1954,1.066548508098496,72413624
India,IND,1955,1.0584207756012027,78787740
India,IND,1956,1.0302326241514932,81656370
India,IND,1957,1.119464032061611,91635350
India,IND,1958,1.1383348837268583,95815784
India,IND,1959,1.145689628814375,101447256
India,IND,1960,1.185947891580429,111325050
India,IND,1961,1.2788500275634134,120404270
India,IND,1962,1.3601891561206065,132581544
India,IND,1963,1.3874286441758747,142444140
India,IND,1964,1.2886388261362005,139488270
India,IND,1965,1.3589254580662624,153701940
India,IND,1966,1.3434963276756247,159373390
India,IND,1967,1.3038485818396524,159555820
India,IND,1968,1.3488351637314442,174069330
India,IND,1969,1.2891859542733157,177413360
India,IND,1970,1.2196970856087739,181722640
India,IND,1971,1.2381775859104862,191963680
India,IND,1972,1.251418352292322,203035980
India,IND,1973,1.223844888529269,209095040
India,IND,1974,1.268898167846122,215853180
India,IND,1975,1.3734387622063853,234209120
India,IND,1976,1.3605417558804924,244749380
India,IND,1977,1.399896509,258961730
India,IND,1978,1.3799652143317072,263149570
India,IND,1979,1.4089675991418178,276284740
India,IND,1980,1.4968352365321567,291711100
India,IND,1981,1.6557207497924549,314966180
India,IND,1982,1.7242240059197742,325380000
India,IND,1983,1.854467719975336,352198850
India,IND,1984,1.8402032235608092,361559460
India,IND,1985,1.9574341586793795,397592100
India,IND,1986,2.067960983,426309380
India,IND,1987,2.142783581759597,455343040
India,IND,1988,2.2263501322614565,491692160
India,IND,1989,2.4150624844229287,540651100
India,IND,1990,2.542991672572967,577996000
India,IND,1991,2.654027047214157,615365000
India,IND,1992,2.909456982209407,655447040
India,IND,1993,2.9763844923791356,677299260
India,IND,1994,3.105579248,714063740
India,IND,1995,3.231595578555926,760461630
India,IND,1996,3.3952309632611795,823620700
India,IND,1997,3.5161653441957457,858011200
India,IND,1998,3.6034418139523283,875772350
India,IND,1999,3.8656699152832235,960762940
India,IND,2000,3.8668109673907005,986444700
India,IND,2001,3.892147505181588,1000526700
India,IND,2002,3.9279411427448805,1032139800
India,IND,2003,3.8588969771333335,1067736960
India,IND,2004,3.9599323941928573,1133827600
India,IND,2005,4.033824613243605,1194592400
India,IND,2006,4.219890988812018,1292484600
India,IND,2007,4.415798994918629,1392506000
India,IND,2008,4.6437244392171815,1489437400
India,IND,2009,5.111344641,1612216300
India,IND,2010,5.028606650984633,1677337200
India,IND,2011,5.114435678129567,1764712400
India,IND,2012,5.501996002003425,1925699700
